	RS.v 	RS.u	RS.I	CH.v	CH.u	CH.I	IB.v	IB.u	IB.I	FS.v	FS.u	FS.I	LTS.v	LTS.u	LTS.I
484	-74.0048	-13.9262	-3.27681	-69.5478	-13.8392	-3.87243	-66.0186	-14.0696	6.66386	-72.1208	-13.4069	-2.28396	-73.5168	-9.40052	3.1442
485	-69.2931	-13.9437	6.45279	-69.3303	-13.8406	0.85901	-68.5932	-14.0523	-3.46409	-71.7771	-13.4146	-0.171734	-74.2866	-9.35673	0.455031
486	-70.3946	-13.9437	-1.74265	-70.6628	-13.8406	-2.12172	-71.4718	-14.0523	-5.04449	-72.8427	-13.4146	-2.73838	-74.9556	-9.35673	-0.00169328
487	-70.3417	-13.9464	-0.0809318	-69.3254	-13.8464	2.41879	-69.023	-14.0571	3.87558	-71.7784	-13.4351	0.685022	-76.2917	-9.31096	-1.98468
488	-71.685	-13.9464	-2.84261	-69.021	-13.8464	1.14895	-67.9669	-14.0571	2.60313	-71.0428	-13.4351	0.842451	-76.9119	-9.31096	-1.9098
489	-69.6058	-13.9542	3.08736	-64.36	-13.8456	10.0246	-69.0275	-14.0478	-1.1238	-72.2646	-13.4199	-2.54782	-75.852	-9.26259	0.750725
490	-68.2646	-13.9542	2.95844	-62.1654	-13.8456	6.65524	-67.0456	-14.0478	4.46166	-71.1889	-13.4199	1.16747	-76.2061	-9.26259	-0.851849
491	-71.7544	-13.9482	-6.01303	-66.4168	-13.8174	-6.10287	-72.5804	-14.0351	-9.69404	-72.1403	-13.409	-2.09247	-76.4652	-9.21484	-1.04504
492	-74.5318	-13.9482	-6.67873	-66.3494	-13.8174	1.95372	-72.9816	-14.0351	-2.65198	-70.469	-13.409	2.46621	-76.9467	-9.21484	-1.72901
493	-74.9245	-13.9674	-4.27419	-66.6864	-13.8064	1.16601	-72.4157	-14.0463	-1.04786	-70.7626	-13.3857	-0.286383	-77.7268	-9.16596	-2.87321
494	-73.703	-13.9674	-1.44908	-67.9565	-13.8064	-0.797641	-74.2671	-14.0463	-5.43193	-71.529	-13.3857	-1.39938	-76.9201	-9.16596	-0.576891
495	-72.7733	-13.9828	-0.87836	-66.0542	-13.8021	5.05729	-73.346	-14.0624	-1.49259	-71.9334	-13.3845	-1.2053	-77.5016	-9.11687	-2.39648
496	-67.8992	-13.9828	7.79384	-74.258	-13.8021	-14.4651	-72.9906	-14.0624	-1.80706	-71.6942	-13.3845	-0.215617	-77.106	-9.11687	-1.07755
497	-71.037	-13.9748	-5.17451	-67.9113	-13.8231	9.61132	-69.1736	-14.0731	5.41946	-70.8485	-13.3865	1.1755	-77.5439	-9.06732	-2.27611
498	-68.8435	-13.9748	3.74703	-67.9333	-13.8231	1.21165	-69.4688	-14.0731	-0.19497	-70.3938	-13.3865	0.985022	-76.8198	-9.06732	-0.421955
499	-69.2937	-13.9707	-0.234903	-68.0212	-13.8184	1.07033	-68.6324	-14.0696	1.90711	-69.2821	-13.364	2.59443	-76.9338	-9.01787	-1.24763
500	-71.4285	-13.9707	-3.83634	-66.8799	-13.8184	3.49486	-70.8514	-14.0696	-3.76189	-69.9984	-13.364	-0.38652	-75.3431	-9.01787	2.08025
501	-65.6026	-13.977	10.7425	-66.1797	-13.8095	3.0646	-69.2891	-14.0716	2.51521	-70.4235	-13.3364	-0.213362	-74.5552	-8.96998	2.2101
502	-71.9656	-13.977	-10.838	-66.2377	-13.8095	1.78289	-69.0559	-14.0716	0.801117	-71.2331	-13.3364	-1.21676	-75.9053	-8.96998	-1.23333
503	-70.2444	-13.9853	2.13146	-63.7335	-13.7983	6.89007	-69.1214	-14.0664	0.328299	-71.985	-13.3346	-1.64095	-75.7831	-8.92117	0.336338
504	-70.2869	-13.9853	-0.219354	-65.1378	-13.7983	-0.417609	-62.6882	-14.0664	13.2962	-72.2221	-13.3346	-1.15743	-75.796	-8.92117	0.245472
505	-73.4175	-13.9867	-6.42189	-66.3979	-13.7829	-0.346923	-65.9918	-14.0358	-4.42487	-72.2228	-13.3515	-0.866901	-75.4034	-8.87226	1.04262
506	-70.2019	-13.9867	3.92682	-68.5734	-13.7829	-2.49151	-67.6552	-14.0358	-1.60039	-71.5077	-13.3515	0.547377	-75.2672	-8.87226	0.990158
507	-71.1335	-13.9878	-1.97278	-70.4588	-13.7815	-2.77919	-72.0993	-14.0257	-7.73692	-70.517	-13.3534	1.6344	-74.2783	-8.82375	2.83543
508	-71.5123	-13.9878	-1.47676	-72.6808	-13.7815	-4.50921	-74.1747	-14.0257	-5.61239	-68.8477	-13.3534	3.66433	-73.2493	-8.82375	3.93509
509	-67.6464	-13.9941	6.74505	-71.5923	-13.7966	0.499612	-76.2433	-14.0419	-7.36489	-71.2476	-13.3053	-3.51496	-76.0429	-8.77747	-2.78287
510	-74.6564	-13.9941	-12.8235	-70.8928	-13.7966	0.545495	-79.1926	-14.0419	-11.2455	-71.0311	-13.3053	0.31685	-77.1595	-8.77747	-2.09696
511	-74.7302	-14.0128	-3.80282	-71.4811	-13.8042	-1.54059	-70.9424	-14.0778	7.56284	-70.727	-13.3029	0.641836	-78.0394	-8.72619	-2.88345
512	-72.6901	-14.0128	0.334306	-70.5287	-13.8042	1.12405	-68.3693	-14.0778	4.46746	-72.1	-13.3029	-2.50619	-76.8987	-8.72619	0.146386
513	-71.4308	-14.0233	0.602279	-71.8774	-13.8103	-2.83008	-61.6753	-14.0697	14.1822	-72.582	-13.3206	-1.70327	-77.312	-8.67499	-1.59573
514	-69.0537	-14.0233	3.79044	-73.3746	-13.8103	-4.07208	-62.8738	-14.0697	-0.244059	-70.1276	-13.3206	3.77225	-77.0125	-8.67499	-0.6018
515	-66.0228	-14.0191	6.57046	-70.4482	-13.8276	3.56225	-63.536	-14.0398	0.85031	-71.9143	-13.2998	-2.97127	-77.4444	-8.62339	-1.71331
516	-67.1881	-14.0191	-0.596105	-72.557	-13.8276	-4.32208	-66.3503	-14.0398	-3.46135	-71.8146	-13.2998	-0.395445	-76.4768	-8.62339	0.628433
517	-67.8717	-14.0075	-0.0153777	-73.7285	-13.8412	-3.96638	-65.6458	-14.0244	3.0263	-72.167	-13.3125	-1.22511	-75.7514	-8.5722	1.26327
518	-72.0707	-14.0075	-7.30962	-73.4821	-13.8412	-2.14152	-63.4879	-14.0244	6.14554	-72.5994	-13.3125	-1.66537	-75.0255	-8.5722	2.10572
519	-71.7674	-14.0156	-0.814871	-66.5704	-13.8583	11.408	-65.8617	-13.9979	-2.56124	-72.5962	-13.3387	-1.13593	-77.1618	-8.52252	-2.87031
520	-72.4893	-14.0156	-2.64475	-68.5321	-13.8583	-2.19442	-63.6256	-13.9979	6.27238	-72.4509	-13.3387	-0.875416	-77.761	-8.52252	-2.06958
521	-69.2446	-14.0252	4.73237	-66.1263	-13.8553	5.74782	-66.7062	-13.9724	-3.95988	-72.2794	-13.3594	-0.706542	-78.0971	-8.46927	-2.26065
522	-64.9525	-14.0252	8.98937	-65.4534	-13.8553	3.21454	-65.5341	-13.9724	3.91421	-70.4235	-13.3594	2.77685	-77.2565	-8.46927	-0.268819
523	-68.2938	-14.0045	-4.69843	-67.6642	-13.84	-2.37582	-65.8724	-13.9551	1.23265	-70.3613	-13.3402	0.503738	-76.061	-8.41637	1.46151
524	-63.8842	-14.0045	9.72197	-72.5951	-13.84	-8.5187	-69.4709	-13.9551	-5.35715	-72.8529	-13.3402	-4.54539	-76.1563	-8.41637	0.286976
525	-58.5612	-13.98	12.8147	-74.0747	-13.8536	-4.62559	-70.531	-13.9539	-1.76894	-74.0368	-13.3684	-3.74544	-74.2845	-8.36456	4.11752
526	-59.2324	-13.98	0.307173	-70.854	-13.8536	3.47882	-69.609	-13.9539	1.56022	-72.2634	-13.3684	1.10462	-75.6591	-8.36456	-0.418859
527	-58.24	-13.9373	3.82766	-67.8361	-13.8599	5.64068	-65.1182	-13.9533	9.25612	-73.0838	-13.3826	-2.57223	-76.7057	-8.31309	-1.13411
528	-59.4558	-13.9373	-0.844794	-67.9933	-13.8599	0.936707	-65.0641	-13.9533	2.13075	-72.2606	-13.3826	0.0330724	-75.9935	-8.31309	1.28917
529	-61.268	-13.8964	-1.68232	-67.4286	-13.8547	2.31244	-65.467	-13.9345	1.22789	-71.07	-13.3955	1.43782	-76.4697	-8.26098	-0.298417
530	-61.4765	-13.8964	1.87582	-68.3401	-13.8547	-0.399359	-64.1437	-13.9345	4.6101	-73.7412	-13.3955	-5.42566	-76.4937	-8.26098	0.134931
531	-62.8124	-13.8644	-0.360089	-71.2056	-13.851	-4.70005	-62.4372	-13.9123	5.62036	-74.3054	-13.4347	-3.32844	-77.1668	-8.20799	-1.19014
532	-62.8149	-13.8644	2.37683	-73.0028	-13.851	-4.2268	-63.3946	-13.9123	0.422711	-72.286	-13.4347	1.27944	-75.9246	-8.20799	1.9219
533	-65.6449	-13.8383	-3.27839	-72.8207	-13.866	-1.64906	-64.069	-13.8877	0.956963	-73.0704	-13.4427	-2.58403	-76.9822	-8.15544	-1.282
534	-64.2136	-13.8383	4.87868	-68.6482	-13.866	6.46827	-68.2054	-13.8877	-6.00901	-71.1759	-13.4427	2.12686	-77.3787	-8.15544	-1.08773
535	-68.0548	-13.8184	-5.3883	-66.9044	-13.8632	4.35973	-66.6586	-13.8827	4.15394	-72.3424	-13.4293	-2.53659	-77.427	-8.10087	-0.857023
536	-66.9555	-13.8184	3.39602	-66.1052	-13.8632	3.2091	-68.1168	-13.8827	-1.24107	-73.0417	-13.4293	-2.45273	-78.2407	-8.10087	-2.39086
537	-70.1105	-13.8099	-4.67263	-68.638	-13.8504	-3.19862	-66.4217	-13.8776	4.49555	-71.6378	-13.452	1.18342	-77.069	-8.04497	0.581808
538	-68.9483	-13.8099	2.44778	-69.3988	-13.8504	-0.629013	-68.5981	-13.8776	-2.59547	-72.9153	-13.452	-3.09701	-77.3443	-8.04497	-0.835901
539	-68.9684	-13.8095	0.736729	-74.3953	-13.851	-9.49715	-69.5632	-13.8744	-1.04528	-73.3683	-13.4701	-2.44716	-77.1339	-7.9899	-0.188216
540	-67.1756	-13.8095	4.35256	-70.0887	-13.851	5.35228	-74.2718	-13.8744	-9.03705	-73.2596	-13.4701	-1.72749	-76.8541	-7.9899	0.253604
541	-65.3198	-13.802	5.27763	-66.5159	-13.8543	7.24107	-73.6672	-13.894	-1.95828	-72.1627	-13.4929	0.342843	-76.2689	-7.93515	1.18884
542	-68.1579	-13.802	-3.54622	-68.8334	-13.8543	-2.88429	-71.7307	-13.894	1.24082	-71.9287	-13.4929	-0.509539	-76.5898	-7.93515	0.0898388
543	-66.8083	-13.7986	3.86665	-68.9794	-13.8526	0.499215	-72.9291	-13.903	-3.44912	-71.5272	-13.4885	0.00409698	-74.5632	-7.88046	4.42708
544	-67.4581	-13.7986	0.409321	-66.9873	-13.8526	4.70223	-69.8865	-13.903	4.08158	-71.9677	-13.4885	-1.37905	-74.0907	-7.88046	3.49365
545	-68.2576	-13.7924	-0.130742	-66.1801	-13.8435	3.20653	-70.4916	-13.9045	-1.04569	-71.4571	-13.4852	0.19721	-75.7487	-7.82855	-0.320204
546	-72.1691	-13.7924	-6.69143	-64.8936	-13.8435	4.43774	-67.5694	-13.9045	5.63518	-70.6023	-13.4852	1.26515	-75.1697	-7.82855	2.55842
547	-72.9939	-13.8053	-2.93166	-71.0582	-13.8262	-10.1518	-62.4393	-13.8967	11.5779	-69.3541	-13.4568	2.63527	-74.3746	-7.77508	3.59065
548	-68.0814	-13.8053	7.86486	-72.8965	-13.8262	-4.18246	-69.6367	-13.8967	-12.0417	-72.6067	-13.4568	-5.59094	-75.4521	-7.77508	0.679774
549	-72.7271	-13.8015	-8.09271	-71.0717	-13.8412	1.74985	-71.5366	-13.8973	-3.48381	-72.8865	-13.4686	-1.85225	-76.1855	-7.72099	0.297815
550	-71.4817	-13.8015	0.755584	-71.8828	-13.8412	-2.15225	-75.6091	-13.8973	-9.05879	-73.3297	-13.4686	-2.42009	-77.0644	-7.72099	-0.720568
551	-75.4056	-13.8114	-8.62621	-71.6783	-13.8519	-0.703846	-71.9954	-13.9218	2.70621	-74.3879	-13.4928	-4.0263	-76.3714	-7.66468	1.43017
552	-70.4163	-13.8114	5.75513	-73.4226	-13.8519	-4.46011	-73.5094	-13.9218	-4.30642	-74.2232	-13.4928	-2.56631	-77.7592	-7.66468	-1.88684
553	-71.3068	-13.8168	-1.84916	-74.3116	-13.8686	-4.15204	-71.8831	-13.9374	0.732631	-72.4579	-13.5313	0.790512	-78.391	-7.60724	-1.99199
554	-72.3996	-13.8168	-2.85477	-75.3033	-13.8686	-5.18249	-73.7266	-13.9374	-4.8961	-73.5645	-13.5313	-3.46087	-77.0528	-7.60724	1.21817
555	-73.7257	-13.8301	-4.13916	-70.2402	-13.8924	5.95059	-73.4673	-13.9536	-2.21041	-71.7332	-13.5536	1.48434	-75.4467	-7.55039	3.38352
556	-73.1921	-13.8301	-1.55355	-74.762	-13.8924	-9.08244	-70.5596	-13.9536	3.30061	-70.7812	-13.5536	1.19023	-77.0431	-7.55039	-1.19773
557	-69.5058	-13.8463	5.21967	-70.5632	-13.9136	4.74081	-71.8236	-13.9567	-2.8299	-70.0337	-13.5217	1.44823	-77.7156	-7.49327	-1.10542
558	-68.8706	-13.8463	1.71083	-69.1854	-13.9136	2.49153	-70.0936	-13.9567	2.27616	-71.2032	-13.5217	-1.88092	-76.56	-7.49327	1.80732
559	-68.9135	-13.8448	0.694623	-69.5687	-13.9121	-0.218006	-68.6896	-13.958	2.79465	-70.8644	-13.5008	0.375997	-75.7682	-7.43646	2.43301
560	-67.3957	-13.8448	3.79551	-65.3264	-13.9121	8.82374	-66.8257	-13.958	4.48736	-71.2569	-13.5008	-0.83431	-76.2467	-7.43646	0.814649
561	-66.0885	-13.8375	4.06077	-66.3365	-13.8952	-0.00178752	-65.6566	-13.9461	3.88183	-72.6461	-13.483	-3.09658	-76.49	-7.37976	0.768008
562	-67.8785	-13.8375	-1.68248	-67.8101	-13.8952	-1.18106	-71.0298	-13.9461	-8.84113	-72.8668	-13.483	-1.79215	-76.4765	-7.37976	1.0685
563	-69.6624	-13.8323	-2.31242	-70.504	-13.8885	-4.16097	-71.3812	-13.9513	-1.3093	-73.2617	-13.4971	-2.32166	-75.5269	-7.3225	2.95568
564	-69.4015	-13.8323	0.887465	-69.4997	-13.8885	1.80767	-70.0199	-13.9513	1.86624	-72.3942	-13.4971	-0.144763	-77.9958	-7.3225	-2.79829
565	-70.0435	-13.8332	-0.771389	-69.0117	-13.8887	1.37767	-74.9875	-13.9524	-9.89854	-71.1374	-13.501	1.35075	-78.9289	-7.2631	-2.54357
566	-68.7251	-13.8332	2.77743	-72.2129	-13.8887	-5.7373	-71.3053	-13.9524	3.42457	-71.7553	-13.501	-1.47101	-76.5533	-7.2631	2.94179
567	-74.5338	-13.8315	-10.7507	-73.1091	-13.8998	-3.20478	-73.4517	-13.9585	-5.09644	-71.2149	-13.4925	0.403393	-76.6623	-7.20518	0.86913
568	-71.9232	-13.8315	1.84715	-72.619	-13.8998	-1.17169	-72.8645	-13.9585	-1.33183	-69.9926	-13.4925	2.16403	-77.1034	-7.20518	0.13985
569	-73.2013	-13.8425	-3.68947	-74.2149	-13.9123	-4.93742	-69.1399	-13.9708	5.44377	-72.4744	-13.4519	-4.45175	-77.1226	-7.1463	0.47599
570	-69.9136	-13.8425	4.40208	-77.3549	-13.9123	-9.43188	-66.7536	-13.9708	5.28829	-72.4734	-13.4519	-1.17945	-79.4951	-7.1463	-4.19414
571	-70.6738	-13.8453	-1.31123	-74.3032	-13.9435	-0.385526	-64.1542	-13.9584	6.75418	-69.3404	-13.4618	5.08524	-77.567	-7.08422	1.4065
572	-71.449	-13.8453	-1.81814	-72.1563	-13.9435	1.0277	-64.3358	-13.9584	1.81893	-70.7591	-13.4618	-1.92078	-78.082	-7.08422	-0.944786
573	-73.3438	-13.8542	-4.58841	-68.5172	-13.9532	5.85506	-63.0643	-13.9366	4.69966	-70.3235	-13.4386	0.930825	-76.9563	-7.02356	1.70529
574	-73.3746	-13.8542	-2.36938	-71.9428	-13.9532	-6.00272	-65.9795	-13.9366	-3.52976	-71.5227	-13.4386	-2.03533	-78.7412	-7.02356	-2.70284
575	-75.2427	-13.8706	-6.07074	-71.5216	-13.9619	-0.42747	-69.2368	-13.9218	-4.68548	-72.4139	-13.432	-2.22742	-78.6201	-6.9618	-1.08248
576	-73.6764	-13.8706	-0.983044	-67.4574	-13.9619	7.16093	-68.2953	-13.9218	2.39591	-72.7575	-13.432	-1.80068	-78.2087	-6.9618	-0.283185
577	-73.4418	-13.8879	-2.14795	-68.468	-13.9525	-0.716179	-71.9402	-13.9165	-6.30494	-72.2189	-13.4492	-0.313369	-77.4606	-6.90039	0.913852
578	-74.0861	-13.8879	-3.71535	-70.2518	-13.9525	-2.6948	-70.2703	-13.9165	2.10851	-71.6205	-13.4492	0.219291	-76.1115	-6.90039	3.09511
579	-69.118	-13.9065	6.92877	-68.8437	-13.9545	2.71016	-70.0941	-13.9193	0.270845	-70.8106	-13.4434	1.09324	-75.3323	-6.84124	3.49706
580	-70.3088	-13.9065	-1.79004	-69.1766	-13.9545	0.0199927	-69.8725	-13.9193	0.46707	-71.4927	-13.4434	-1.32025	-77.4802	-6.84124	-1.47367
581	-70.8965	-13.9096	-1.27093	-69.8819	-13.9521	-0.898228	-72.4646	-13.9204	-5.02763	-70.3288	-13.4358	1.89973	-77.0887	-6.78013	1.21542
582	-74.438	-13.9096	-7.56271	-67.2224	-13.9521	5.43731	-67.2527	-13.9204	8.78172	-72.0313	-13.4358	-3.04231	-77.2585	-6.78013	0.617141
583	-77.1263	-13.9292	-8.73687	-70.6048	-13.9419	-5.35903	-69.0599	-13.911	-2.18829	-72.4119	-13.439	-1.58094	-75.763	-6.71899	3.74828
584	-72.0362	-13.9292	3.94395	-69.5213	-13.9419	1.84758	-73.0128	-13.911	-7.2882	-71.6178	-13.439	0.469521	-76.0608	-6.71899	1.89906
585	-69.0827	-13.9387	4.59028	-66.7	-13.9412	5.97866	-76.2047	-13.9248	-8.46547	-70.6237	-13.4341	1.47377	-79.798	-6.65901	-5.29925
586	-71.5673	-13.9387	-4.3913	-64.4309	-13.9412	6.14151	-68.951	-13.9248	9.3197	-69.3625	-13.4341	2.69856	-77.1264	-6.65901	2.96534
587	-69.478	-13.9462	3.20122	-66.3294	-13.9201	-1.63738	-69.2239	-13.9221	0.114909	-69.7663	-13.3876	0.124381	-78.0881	-6.59744	-0.889591
588	-74.0529	-13.9462	-8.79379	-69.953	-13.9201	-5.50389	-70.6928	-13.9221	-2.41849	-69.8782	-13.3876	0.52668	-79.8513	-6.59744	-3.59342
589	-73.1882	-13.9635	-1.30559	-66.6594	-13.9215	6.69524	-71.0077	-13.9265	-0.98685	-70.0149	-13.3554	0.411511	-78.3781	-6.53225	0.556273
590	-76.0752	-13.9635	-8.05691	-70.5769	-13.9215	-6.19848	-69.5728	-13.9265	2.29821	-69.6235	-13.3554	1.41844	-77.8229	-6.53225	0.743481
591	-72.6642	-13.9885	1.73708	-73.2471	-13.9254	-5.62129	-67.6277	-13.9262	4.21263	-68.7843	-13.3216	2.5433	-78.0809	-6.46921	-0.189821
592	-63.0644	-13.9885	17.3286	-67.1588	-13.9254	9.88117	-68.0897	-13.9262	0.348038	-69.169	-13.3216	0.579348	-78.3051	-6.46921	-0.378116
593	-65.4464	-13.961	-2.51533	-71.7938	-13.9155	-7.81343	-66.3365	-13.9201	4.58035	-69.6746	-13.2827	0.138137	-77.7114	-6.40528	0.976184
594	-64.3777	-13.961	4.07912	-68.723	-13.9155	5.02099	-67.056	-13.9201	0.302289	-68.5758	-13.2827	3.10595	-78.2725	-6.40528	-0.53301
595	-67.1137	-13.9393	-3.32407	-69.9263	-13.9121	-1.62103	-71.2791	-13.9099	-6.94663	-68.8524	-13.2366	0.937506	-78.7391	-6.34108	-1.03936
596	-67.2401	-13.9393	1.20651	-68.0508	-13.9121	3.88292	-69.6449	-13.9099	2.52572	-70.0244	-13.2366	-0.944805	-78.081	-6.34108	0.67671
597	-65.4916	-13.9295	4.90879	-69.2193	-13.906	-1.23152	-72.1997	-13.9103	-4.81154	-71.1587	-13.2222	-1.51994	-79.4372	-6.27679	-2.51416
598	-65.9668	-13.9295	1.01211	-70.6762	-13.906	-2.37589	-70.6737	-13.9103	1.62844	-71.1263	-13.2222	0.093727	-80.0384	-6.27679	-2.70397
599	-70.1981	-13.9148	-6.62268	-68.819	-13.9106	3.38438	-74.017	-13.9148	-7.01935	-68.8056	-13.2299	4.69263	-78.9049	-6.20981	-0.0636663
600	-75.3454	-13.9148	-10.3298	-68.0293	-13.9106	2.32166	-73.1512	-13.9148	-1.23884	-69.6474	-13.2299	-0.25399	-78.1915	-6.20981	0.702155
601	-73.8058	-13.9379	-1.18586	-68.481	-13.9045	0.212999	-69.8962	-13.9291	4.30745	-69.9765	-13.2091	0.318604	-78.5731	-6.14475	-0.571907
602	-74.9384	-13.9379	-5.0658	-69.6575	-13.9045	-1.43848	-66.2521	-13.9291	7.42088	-69.5589	-13.2091	1.64017	-77.9568	-6.14475	1.00412
603	-75.24	-13.9589	-4.4797	-69.7399	-13.9051	0.131561	-68.6104	-13.9155	-2.9588	-70.9121	-13.1887	-1.65865	-79.5551	-6.07966	-2.64788
604	-70.9699	-13.9589	4.33898	-69.0135	-13.9051	1.7011	-64.1142	-13.9155	9.83343	-70.7193	-13.1887	0.616365	-79.4644	-6.07966	-1.28332
605	-71.2668	-13.9636	-1.17211	-70.8682	-13.903	-3.0616	-64.6174	-13.8936	1.22385	-72.966	-13.1921	-4.13452	-80.9536	-6.01242	-4.31977
606	-71.4117	-13.9636	-1.0777	-68.7169	-13.903	3.84865	-60.6416	-13.8936	10.1287	-72.4738	-13.1921	-0.33916	-78.1079	-6.01242	2.30757
607	-74.9196	-13.9699	-7.90608	-66.4927	-13.8998	5.24938	-60.9405	-13.8583	1.62041	-72.7204	-13.228	-1.41436	-79.9146	-5.9465	-3.12
608	-71.2242	-13.9699	3.50097	-66.5566	-13.8998	1.58459	-60.2775	-13.8583	3.62037	-71.9451	-13.228	0.394328	-79.4745	-5.9465	-0.947131
609	-72.6252	-13.9754	-3.56642	-64.5482	-13.8881	5.70879	-61.1495	-13.8223	0.449998	-71.7015	-13.2504	-0.0590664	-79.2279	-5.87859	-0.728546
610	-68.8045	-13.9754	5.81512	-63.6063	-13.8881	4.07795	-61.2064	-13.8223	2.24102	-71.9807	-13.2504	-0.945518	-77.7976	-5.87859	2.03906
611	-66.7334	-13.9711	4.82701	-66.9178	-13.8647	-4.31002	-63.591	-13.7907	-2.40844	-72.0048	-13.2712	-0.643991	-78.3755	-5.81239	-0.144971
612	-66.1426	-13.9711	2.74358	-69.4462	-13.8647	-3.45219	-63.872	-13.7907	1.8498	-72.3674	-13.2712	-1.36	-78.1007	-5.81239	0.905883
613	-60.8325	-13.9563	12.3683	-69.4304	-13.8652	0.486862	-69.5926	-13.7703	-9.05728	-72.1493	-13.2971	-0.479552	-79.5548	-5.74551	-2.20581
614	-68.0773	-13.9563	-12.3071	-73.3253	-13.8652	-7.32613	-67.4074	-13.7703	4.83802	-71.0867	-13.2971	1.3537	-78.1204	-5.74551	1.73867
615	-71.248	-13.9495	-5.2919	-71.3876	-13.8812	1.57266	-66.6931	-13.7646	2.94496	-72.592	-13.2965	-3.00704	-77.5248	-5.67827	1.93587
616	-64.553	-13.9495	12.6295	-72.5077	-13.8812	-3.031	-67.5096	-13.7646	0.149106	-72.3075	-13.2965	-0.551349	-77.5538	-5.67827	1.48391
617	-64.9602	-13.9287	1.31754	-72.7766	-13.8936	-2.17512	-68.6671	-13.7593	-0.833375	-72.8778	-13.3188	-2.03473	-77.0667	-5.6114	2.48122
618	-67.9951	-13.9287	-3.99061	-68.8958	-13.8936	5.89355	-67.4023	-13.7593	3.49892	-72.0979	-13.3188	0.183054	-78.2626	-5.6114	-0.240733
619	-68.4124	-13.9221	0.278896	-69.9044	-13.8913	-1.2971	-63.5532	-13.7537	9.2277	-72.1935	-13.335	-0.944892	-78.2633	-5.54333	0.698887
620	-66.7836	-13.9221	4.18721	-67.5871	-13.8913	4.80026	-63.2066	-13.7537	3.14509	-72.0329	-13.335	-0.522192	-79.2851	-5.54333	-1.27623
621	-68.5667	-13.9108	-1.97224	-65.4917	-13.8838	5.51431	-60.0368	-13.7315	8.81594	-72.1734	-13.3483	-1.00101	-76.6993	-5.47369	4.60875
622	-70.6073	-13.9108	-3.21415	-64.8732	-13.8838	3.24523	-63.9272	-13.7315	-5.505	-72.7655	-13.3483	-2.02549	-77.7188	-5.47369	0.672457
623	-72.7716	-13.915	-4.61853	-66.1437	-13.8657	-0.40024	-69.9895	-13.7126	-9.68768	-74.8679	-13.374	-5.51837	-79.1201	-5.40562	-1.29071
624	-69.2315	-13.915	5.195	-61.5917	-13.8657	10.9574	-68.356	-13.7126	3.56087	-73.7916	-13.374	-1.08998	-79.45	-5.40562	-0.864572
625	-70.7722	-13.9136	-2.55889	-65.0051	-13.8347	-4.47554	-75.5186	-13.7117	-13.1595	-73.4298	-13.4163	-1.50046	-79.1469	-5.3351	-0.0415753
626	-68.1558	-13.9136	4.83185	-64.9667	-13.8347	2.2411	-70.9762	-13.7117	4.84367	-72.1392	-13.4163	0.636505	-78.7405	-5.3351	0.642883
627	-67.5522	-13.908	2.26405	-64.9724	-13.8179	2.16055	-68.8995	-13.7214	3.8179	-71.9138	-13.4235	-0.431999	-77.8722	-5.26511	2.10134
628	-70.5288	-13.908	-4.63207	-71.195	-13.8179	-10.2575	-71.5594	-13.7214	-4.42936	-72.0657	-13.4235	-1.02213	-78.2809	-5.26511	0.71528
629	-65.9532	-13.9119	8.91464	-73.8526	-13.8263	-5.90734	-69.125	-13.7332	4.11454	-72.2373	-13.4285	-1.17679	-78.3872	-5.19533	0.81078
630	-68.7512	-13.9119	-3.73476	-72.9473	-13.8263	-0.920983	-67.2939	-13.7332	4.42337	-72.1332	-13.4285	-0.762824	-77.0972	-5.19533	3.53856
631	-65.6451	-13.9087	6.9871	-73.5089	-13.8416	-3.06528	-69.8066	-13.7277	-3.42787	-73.0763	-13.4344	-2.7768	-79.485	-5.12666	-2.24412
632	-65.599	-13.9087	2.03783	-77.3533	-13.8416	-10.1281	-72.625	-13.7277	-5.25001	-73.851	-13.4344	-3.20809	-81.7401	-5.12666	-4.9265
633	-65.0213	-13.8929	3.11252	-74.3095	-13.8742	-0.328854	-68.9758	-13.7437	5.72011	-71.8599	-13.4718	1.64412	-79.8543	-5.05199	0.0877433
634	-64.2156	-13.8929	3.71416	-73.7058	-13.8742	-1.99534	-66.8658	-13.7437	5.04886	-70.85	-13.4718	1.29361	-80.3591	-5.05199	-1.85839
635	-62.9568	-13.8719	4.75705	-74.7848	-13.8915	-4.80495	-66.9455	-13.7363	1.58461	-72.1213	-13.4493	-2.5533	-78.7532	-4.97864	1.6518
636	-63.5756	-13.8719	1.13211	-73.4037	-13.8915	-0.915967	-69.1794	-13.7363	-2.74463	-71.8532	-13.4493	-0.365756	-81.5232	-4.97864	-4.83529
637	-63.0989	-13.8488	3.28523	-77.9469	-13.9073	-11.4835	-66.0336	-13.7382	7.02075	-71.7266	-13.4478	-0.445455	-79.5062	-4.90351	0.830001
638	-65.958	-13.8488	-3.33135	-74.2326	-13.9073	0.227107	-71.1698	-13.7382	-8.26018	-72.931	-13.4478	-3.01178	-77.5303	-4.90351	3.72993
639	-69.9206	-13.8357	-6.00228	-70.187	-13.9261	4.92781	-73.5607	-13.7482	-5.27666	-71.8391	-13.4666	0.633753	-79.2398	-4.83289	-1.10884
