	RS.v 	RS.u	RS.I	CH.v	CH.u	CH.I	IB.v	IB.u	IB.I	FS.v	FS.u	FS.I	LTS.v	LTS.u	LTS.I
640	-71.0249	-13.8357	-1.99697	-70.6473	-13.9261	-0.960328	-69.0573	-13.7482	6.61509	-71.5592	-13.4666	-0.145678	-79.9227	-4.83289	-1.15765
641	-71.0755	-13.843	-0.593784	-68.0007	-13.9301	4.96193	-71.4314	-13.7494	-3.96632	-73.8243	-13.4579	-5.02949	-80.6221	-4.759	-2.12367
642	-68.4839	-13.843	4.64863	-69.6393	-13.9301	-2.16757	-71.1529	-13.7494	-0.133195	-70.9425	-13.4579	3.42598	-81.8187	-4.759	-4.03869
643	-69.2788	-13.8401	-0.615166	-69.0589	-13.9301	1.44196	-68.8738	-13.7591	4.06395	-69.1635	-13.4386	3.49915	-78.6825	-4.68244	2.83499
644	-65.0747	-13.8401	8.98002	-65.5439	-13.9301	7.62898	-71.8944	-13.7591	-5.17542	-71.5022	-13.4386	-3.64207	-79.1449	-4.68244	0.167706
645	-73.3381	-13.8236	-14.382	-68.2052	-13.9137	-3.37328	-70.3899	-13.7714	1.96986	-70.8467	-13.4316	0.880885	-79.7786	-4.60877	-0.781936
646	-73.6198	-13.8236	-2.83553	-69.6036	-13.9137	-1.76243	-70.9569	-13.7714	-1.14543	-71.5979	-13.4316	-1.47076	-80.7478	-4.60877	-2.23913
647	-77.7368	-13.8416	-10.7536	-71.6695	-13.9138	-3.81391	-69.3498	-13.7798	2.832	-70.8455	-13.4271	1.01239	-80.6711	-4.53279	-1.52464
648	-79.1683	-13.8416	-9.74108	-69.5949	-13.9138	3.12224	-69.3898	-13.7798	0.513382	-71.2944	-13.4271	-0.860811	-79.5316	-4.53279	0.788553
649	-76.7003	-13.8815	-3.76886	-70.2713	-13.9139	-1.03004	-67.0844	-13.7818	5.18222	-70.874	-13.4174	0.569994	-80.0198	-4.45792	-0.862249
650	-77.4735	-13.8815	-7.24371	-70.7755	-13.9139	-1.08805	-71.0265	-13.7818	-6.25677	-72.0608	-13.4174	-2.34607	-78.1789	-4.45792	3.19616
651	-75.4256	-13.9137	-2.50386	-70.9286	-13.9187	-0.709453	-73.8424	-13.7903	-6.07163	-71.516	-13.423	0.265902	-77.451	-4.38433	3.41485
652	-73.3992	-13.9137	-0.293894	-70.6619	-13.9187	0.0229701	-73.5206	-13.7903	-2.04275	-70.6031	-13.423	1.40131	-78.8962	-4.38433	0.0338835
653	-74.7526	-13.929	-5.12215	-75.6192	-13.923	-10.2481	-75.3516	-13.8086	-6.06031	-71.7427	-13.4008	-2.0787	-81.8738	-4.3095	-4.84288
654	-73.2512	-13.929	-0.681249	-75.329	-13.923	-3.97719	-74.3532	-13.8086	-2.16844	-70.2351	-13.4008	2.44733	-79.7892	-4.3095	1.09587
655	-69.4938	-13.9435	5.21225	-70.3808	-13.9459	5.64016	-73.3831	-13.8298	-1.23821	-69.9998	-13.3739	0.926438	-80.6966	-4.23323	-1.83086
656	-70.9164	-13.9435	-2.49523	-69.4344	-13.9459	1.71266	-69.3794	-13.8298	5.68983	-71.9088	-13.3739	-3.19167	-81.4492	-4.23323	-2.73316
657	-68.4971	-13.9483	4.31162	-65.8938	-13.9447	7.46187	-68.17	-13.8307	2.94607	-71.8235	-13.381	-0.494379	-80.8842	-4.15456	-1.21612
658	-69.0633	-13.9483	-0.269132	-68.0209	-13.9447	-2.40962	-70.7157	-13.8307	-3.95821	-71.9957	-13.381	-0.952647	-81.952	-4.15456	-3.55922
659	-70.5495	-13.9456	-2.39376	-68.6459	-13.9379	-0.163955	-68.0597	-13.837	5.03153	-72.0504	-13.389	-0.847198	-79.1221	-4.07489	2.61993
660	-67.5299	-13.9456	5.75179	-68.1869	-13.9379	1.71933	-69.99	-13.837	-2.68399	-71.571	-13.389	0.171444	-80.1201	-4.07489	-0.872585
661	-68.4268	-13.9368	-0.501271	-68.3736	-13.9319	0.645045	-73.3001	-13.8402	-6.45123	-71.3645	-13.3883	-0.0174328	-81.621	-3.99706	-3.2455
662	-69.6565	-13.9368	-1.55117	-67.8345	-13.9319	2.01636	-72.8318	-13.8402	-1.31922	-71.3025	-13.3883	-0.157481	-80.4476	-3.99706	-0.0246622
663	-70.6563	-13.9367	-1.73508	-63.7608	-13.9246	9.32725	-65.7952	-13.8547	12.2131	-72.0274	-13.3827	-1.68745	-80.3559	-3.91846	-0.448297
664	-71.0183	-13.9367	-1.07157	-68.0216	-13.9246	-6.25973	-68.9518	-13.8547	-4.35217	-71.3548	-13.3827	0.581704	-80.4566	-3.91846	-0.623283
665	-71.9753	-13.942	-2.50318	-72.0055	-13.9182	-6.86187	-67.6176	-13.8534	3.39873	-71.1014	-13.3785	0.23776	-80.6485	-3.83946	-0.949836
666	-71.0988	-13.942	0.469723	-68.5711	-13.9182	5.58639	-65.8596	-13.8534	4.86495	-71.2384	-13.3785	-0.361932	-80.6344	-3.83946	-0.736061
667	-73.3948	-13.9475	-5.24158	-68.9771	-13.9141	0.0455617	-67.8195	-13.8398	-1.97476	-73.7773	-13.3726	-5.26057	-79.9354	-3.75986	0.654213
668	-72.1351	-13.9475	0.0740445	-68.404	-13.9141	1.80403	-70.1212	-13.8398	-3.32497	-73.2141	-13.3726	-1.0833	-81.1049	-3.75986	-2.00863
669	-72.7891	-13.9571	-2.71897	-66.724	-13.9094	4.30171	-71.7287	-13.8435	-3.12813	-72.0032	-13.4043	0.707463	-81.5818	-3.6793	-2.30927
670	-76.813	-13.9571	-9.98956	-66.7194	-13.9094	1.63601	-72.0282	-13.8435	-1.59925	-72.2481	-13.4043	-1.25654	-81.9609	-3.6793	-2.75215
671	-77.9888	-13.9852	-8.25328	-70.3145	-13.8981	-5.56167	-71.284	-13.8547	0.263523	-75.195	-13.4147	-6.84905	-79.9708	-3.5973	1.40174
672	-77.7563	-13.9852	-6.86636	-69.7672	-13.8981	1.00385	-72.9226	-13.8547	-3.96829	-74.8014	-13.4147	-2.82411	-80.0211	-3.5973	0.342911
673	-71.8229	-14.0166	4.82134	-71.8429	-13.8992	-3.91198	-73.2726	-13.8693	-2.64998	-74.3507	-13.4718	-2.31615	-80.2019	-3.51727	0.0115693
674	-73.3848	-14.0166	-4.36706	-67.8216	-13.8992	6.90173	-75.0309	-13.8693	-5.77785	-73.5353	-13.4718	-1.20863	-80.8934	-3.51727	-1.1846
675	-72.9268	-14.0298	-1.58977	-69.9107	-13.8925	-2.96024	-68.9589	-13.8921	8.24366	-72.2798	-13.4995	0.41817	-80.9562	-3.43578	-0.925454
676	-74.7859	-14.0298	-5.84662	-67.7539	-13.8925	4.47449	-69.4445	-13.8921	-0.281952	-72.903	-13.4995	-2.32177	-80.8629	-3.43578	-0.624529
677	-74.7848	-14.0483	-3.81537	-68.7161	-13.8857	-0.67111	-70.97	-13.892	-2.62202	-74.152	-13.5127	-4.0765	-82.7154	-3.35394	-4.37852
678	-69.2807	-14.0483	7.17327	-73.2666	-13.8857	-8.28232	-65.4025	-13.892	10.6234	-72.9053	-13.5127	-0.199958	-82.5283	-3.35394	-3.07625
679	-70.5984	-14.0445	-2.27284	-70.6442	-13.901	2.97236	-62.9309	-13.8758	6.96422	-72.4817	-13.5245	-0.746189	-81.0321	-3.26966	-0.156811
680	-67.333	-14.0445	6.11294	-70.1031	-13.901	0.778049	-63.1972	-13.8758	1.8342	-72.4561	-13.5245	-1.20873	-81.4907	-3.26966	-1.67433
681	-70.3547	-14.0329	-4.77215	-66.7238	-13.9034	6.79521	-62.5088	-13.851	3.73154	-72.8149	-13.5268	-1.95716	-79.2961	-3.18624	2.94362
682	-73.1947	-14.0329	-5.93082	-70.363	-13.9034	-5.6454	-62.6833	-13.851	2.05004	-71.4238	-13.5268	1.24965	-78.3447	-3.18624	3.68219
683	-71.3874	-14.045	1.25666	-69.0617	-13.9068	2.47611	-60.5895	-13.8248	6.58515	-72.1432	-13.5095	-1.901	-79.0584	-3.10624	1.59418
684	-68.8394	-14.045	4.14155	-69.7114	-13.9068	-0.67851	-62.9221	-13.8248	-2.38599	-69.7448	-13.5095	3.81751	-78.804	-3.10624	2.68528
685	-69.6416	-14.0395	-1.00702	-67.2252	-13.9075	5.23544	-62.8594	-13.7999	2.54363	-72.0861	-13.4626	-4.04153	-81.6986	-3.0253	-3.27824
686	-67.3135	-14.0395	4.82653	-67.5874	-13.9075	0.724938	-65.7419	-13.7999	-3.32026	-72.6271	-13.4626	-1.97046	-81.4872	-3.0253	-1.09595
687	-66.3997	-14.028	3.11138	-70.3188	-13.8997	-4.1555	-66.0104	-13.7869	1.49269	-70.6317	-13.4743	2.67596	-81.7038	-2.94069	-1.62898
688	-69.1118	-14.028	-3.8105	-67.6886	-13.8997	5.16525	-65.705	-13.7869	2.58107	-71.8039	-13.4743	-2.21375	-79.9095	-2.94069	2.14642
689	-72.5103	-14.0238	-6.32356	-66.518	-13.8925	3.6147	-65.0654	-13.774	3.33138	-73.3058	-13.4694	-3.69049	-80.7997	-2.85759	-0.594653
690	-72.4727	-14.0238	-1.70689	-63.7822	-13.8925	7.18339	-67.2276	-13.774	-2.11171	-72.6595	-13.4694	-0.597425	-81.916	-2.85759	-2.23531
691	-71.5704	-14.0333	0.0525011	-68.0056	-13.8698	-6.15503	-63.5966	-13.7674	8.84398	-70.738	-13.481	2.49497	-80.8933	-2.77164	0.358489
692	-69.017	-14.0333	4.0326	-65.1766	-13.8698	6.82572	-62.8982	-13.7674	3.83131	-72.8026	-13.481	-4.07484	-79.3053	-2.77164	3.12176
693	-71.5185	-14.0287	-4.48515	-66.9832	-13.8531	-1.51952	-56.8208	-13.7437	14.631	-72.6847	-13.4941	-1.24086	-82.1911	-2.68845	-3.58998
694	-76.0986	-14.0287	-10.1921	-68.8252	-13.8531	-2.09102	-57.7361	-13.7437	-0.614355	-73.7829	-13.4941	-3.58975	-82.5733	-2.68845	-2.71239
695	-76.8321	-14.0525	-6.64261	-71.5588	-13.8513	-4.67067	-59.2984	-13.6997	-1.52602	-75.0797	-13.5242	-4.92978	-80.4557	-2.60087	1.67921
696	-73.631	-14.0525	0.383353	-69.4542	-13.8513	3.32539	-57.9609	-13.6997	4.81532	-73.9227	-13.5242	-1.2901	-80.3493	-2.60087	0.965713
697	-70.2315	-14.066	4.04053	-69.7506	-13.8521	-0.128384	-57.069	-13.6576	3.50978	-72.2743	-13.554	0.803484	-80.9083	-2.51558	-0.212891
698	-71.3702	-14.066	-2.48439	-68.841	-13.8521	2.11415	-53.9461	-13.6576	7.65846	-73.5471	-13.554	-3.67118	-81.7615	-2.51558	-1.52656
699	-77.5801	-14.0701	-13.383	-68.8858	-13.8504	0.699916	-56.9297	-13.6002	-6.3015	-73.8438	-13.5737	-2.77879	-81.0084	-2.42815	0.400382
700	-77.1188	-14.0701	-5.99393	-73.4292	-13.8504	-8.31821	-56.6748	-13.6002	1.91851	-72.7751	-13.5737	-0.333498	-81.5275	-2.42815	-0.918707
701	-70.8202	-14.0972	6.22869	-75.5054	-13.8671	-6.53071	-59.961	-13.5549	-5.27997	-73.3898	-13.577	-2.77617	-79.0523	-2.34058	4.29039
702	-66.316	-14.0972	8.39221	-73.9145	-13.8671	-1.2009	-63.962	-13.5549	-5.56486	-70.8678	-13.577	2.97345	-80.3069	-2.34058	0.44113
703	-65.8062	-14.0805	2.58989	-71.0687	-13.8854	2.86281	-65.692	-13.5397	-0.850419	-69.9692	-13.5443	1.66945	-81.0458	-2.25407	-0.251855
704	-63.4247	-14.0805	6.49527	-73.3917	-13.8854	-5.21834	-67.7897	-13.5397	-1.89258	-70.9221	-13.5443	-1.4317	-79.6127	-2.25407	3.10425
705	-65.1958	-14.0526	-1.40686	-71.8732	-13.9013	0.656436	-66.7446	-13.54	3.68126	-72.5462	-13.516	-3.3799	-81.3529	-2.16798	-1.19824
706	-68.6547	-14.0526	-5.01117	-67.8004	-13.9013	6.97994	-74.3426	-13.54	-13.2067	-71.8	-13.516	0.18942	-80.0844	-2.16798	2.40176
707	-69.5407	-14.0462	-1.08978	-69.1861	-13.8945	-1.54636	-69.3156	-13.5666	7.15417	-72.7862	-13.5068	-2.69795	-81.2741	-2.0809	-0.665924
708	-67.9208	-14.0462	3.46067	-70.469	-13.8945	-1.99852	-66.6797	-13.5666	6.09711	-71.5567	-13.5068	0.969847	-80.2984	-2.0809	2.0218
709	-71.1812	-14.0369	-5.49231	-72.3426	-13.8985	-3.93184	-67.8789	-13.562	-0.413947	-72.4394	-13.4941	-2.30316	-81.856	-1.99313	-1.61741
710	-71.3055	-14.0369	-1.05015	-68.2641	-13.8985	6.63344	-68.299	-13.562	0.690651	-73.5599	-13.4941	-3.43671	-82.3526	-1.99313	-1.72248
711	-71.4359	-14.0414	-1.14924	-70.3558	-13.8935	-3.16087	-68.5568	-13.5639	0.827299	-72.1055	-13.52	0.771847	-81.9366	-1.90243	-0.676206
712	-68.7799	-14.0414	4.32661	-70.5966	-13.8935	-0.593588	-64.4048	-13.5639	9.52251	-71.6818	-13.52	-0.113284	-82.805	-1.90243	-2.50053
713	-72.3046	-14.0357	-6.41832	-69.4649	-13.8981	1.99751	-64.6935	-13.5503	1.96367	-73.1478	-13.5083	-3.57424	-80.5984	-1.81074	2.26899
714	-70.9638	-14.0357	1.05067	-70.77	-13.8981	-2.1985	-70.4504	-13.5503	-9.00661	-72.0614	-13.5083	0.379458	-82.8431	-1.81074	-3.15219
715	-72.8167	-14.0388	-4.35698	-72.4611	-13.9032	-3.76599	-70.7067	-13.5611	-0.341195	-71.9714	-13.5048	-0.734945	-82.6246	-1.71855	-1.6774
716	-72.8446	-14.0388	-2.10193	-72.5491	-13.9032	-1.79815	-67.0225	-13.5611	7.3634	-70.3751	-13.5048	2.3495	-81.4884	-1.71855	0.603813
717	-68.307	-14.0494	7.00581	-71.6253	-13.9153	0.155111	-66.7032	-13.5579	2.50933	-70.326	-13.4701	0.362673	-81.6048	-1.62756	-0.123732
718	-68.4319	-14.0494	0.601879	-71.7216	-13.9153	-1.18882	-67.9079	-13.5579	-0.424125	-71.0648	-13.4701	-1.14759	-82.4345	-1.62756	-1.6367
719	-67.6348	-14.0422	2.38734	-68.4963	-13.9239	5.38378	-69.6934	-13.5584	-2.04875	-71.7187	-13.4518	-1.46213	-83.2106	-1.53498	-2.82509
720	-66.9552	-14.0422	2.5124	-66.0876	-13.9239	5.70535	-71.0592	-13.5584	-2.10978	-73.3751	-13.4518	-3.91394	-81.7068	-1.53498	0.565452
721	-65.0019	-14.0292	5.32047	-64.5565	-13.9098	4.87339	-68.7341	-13.5715	4.4114	-70.9629	-13.4786	2.89171	-83.4787	-1.44283	-3.58484
722	-67.9921	-14.0292	-4.00999	-66.0115	-13.9098	-0.738946	-69.2409	-13.5715	0.110353	-71.5301	-13.4786	-1.22781	-81.4135	-1.44283	1.33339
723	-67.8697	-14.0205	1.25916	-65.6617	-13.8956	2.5467	-71.3227	-13.577	-3.30275	-70.6547	-13.4681	1.26067	-81.1992	-1.35059	0.926949
724	-72.1475	-14.0205	-7.47944	-64.9296	-13.8956	3.41857	-72.7712	-13.577	-3.3376	-70.9222	-13.4681	-0.413164	-81.1657	-1.35059	0.979965
725	-64.5645	-14.0287	13.6724	-68.9443	-13.8774	-5.91113	-73.5989	-13.5966	-3.20224	-70.2566	-13.4474	1.27565	-80.9564	-1.2582	1.38175
726	-69.4435	-14.0287	-7.70727	-68.9612	-13.8774	0.6777	-67.5597	-13.5966	9.80435	-69.796	-13.4474	1.31737	-82.5263	-1.2582	-1.77353
727	-65.8623	-14.0259	7.45533	-70.9928	-13.8757	-3.36053	-66.9652	-13.5949	2.81835	-70.1744	-13.4076	-0.0834214	-83.0654	-1.16371	-2.1286
728	-70.544	-14.0259	-7.59164	-73.2973	-13.8757	-5.1199	-66.9795	-13.5949	1.82904	-70.3791	-13.4076	0.077069	-81.6322	-1.16371	1.03537
729	-71.7434	-14.0276	-2.76295	-74.3915	-13.8914	-4.4773	-68.185	-13.5909	-0.558418	-69.5635	-13.3828	1.99034	-81.6272	-1.06984	0.454531
730	-70.4223	-14.0276	1.44708	-78.7468	-13.8914	-12.0084	-69.2101	-13.5909	-0.683985	-69.2324	-13.3828	1.53367	-81.731	-1.06984	0.338643
731	-71.3442	-14.0287	-2.13188	-74.2145	-13.9286	0.86497	-68.2967	-13.5959	2.68487	-71.1009	-13.3389	-2.68266	-81.8831	-0.975394	0.0826429
732	-74.715	-14.0287	-7.64917	-72.9943	-13.9286	-0.727362	-68.8221	-13.5959	0.259157	-71.1002	-13.3389	-0.0466354	-81.4064	-0.975394	1.19983
733	-69.0681	-14.047	7.54687	-68.146	-13.942	7.61277	-71.075	-13.5993	-3.4505	-68.6928	-13.3344	4.76745	-82.6665	-0.880884	-1.54372
734	-70.287	-14.047	-1.96046	-67.1	-13.942	3.12493	-69.3499	-13.5993	3.15975	-69.0132	-13.3344	0.7406	-81.1652	-0.880884	2.10422
735	-73.5469	-14.0472	-6.74238	-66.3129	-13.9315	3.03594	-68.1229	-13.6047	3.22796	-69.736	-13.2913	-0.22689	-82.9722	-0.786206	-2.18054
736	-73.3226	-14.0472	-2.23	-69.098	-13.9315	-3.83338	-67.8931	-13.6047	1.84008	-71.018	-13.2913	-1.69972	-82.9977	-0.786206	-1.35161
737	-68.5102	-14.0596	7.14256	-66.6754	-13.9293	5.42239	-66.0625	-13.6042	5.14306	-72.432	-13.29	-2.77165	-83.0203	-0.688832	-1.38757
738	-72.7301	-14.0596	-7.6943	-59.674	-13.9293	15.6262	-67.1969	-13.6042	-0.130651	-71.6783	-13.29	0.521565	-82.4458	-0.688832	-0.133199
739	-74.4833	-14.0693	-5.50213	-61.5893	-13.8894	-1.82935	-65.4036	-13.6009	5.35006	-72.3148	-13.3012	-1.68257	-83.238	-0.591656	-1.93655
740	-71.067	-14.0693	3.26923	-62.6737	-13.8894	0.158666	-69.3494	-13.6009	-5.57983	-72.7767	-13.3012	-1.82839	-82.2577	-0.591656	0.416388
741	-73.8955	-14.0722	-6.41208	-61.3055	-13.8623	5.09583	-64.6421	-13.6063	10.1872	-72.8845	-13.3318	-1.4912	-81.2608	-0.494236	2.0374
742	-70.7682	-14.0722	3.23821	-63.5753	-13.8623	-2.20906	-60.6655	-13.6063	10.4134	-72.3141	-13.3318	-0.254472	-83.4274	-0.494236	-2.65612
743	-70.1401	-14.0738	0.699518	-67.8131	-13.8394	-6.13416	-57.9002	-13.5768	8.03981	-71.9574	-13.3507	-0.221088	-81.9458	-0.394913	1.2007
744	-69.6926	-14.0738	0.736347	-67.117	-13.8394	2.67381	-58.472	-13.5768	0.683238	-71.6724	-13.3507	-0.108472	-81.377	-0.394913	1.86715
745	-71.6494	-14.0711	-3.80679	-69.6939	-13.831	-3.5958	-60.5361	-13.5392	-2.10408	-70.9628	-13.3557	0.953152	-81.6865	-0.297607	0.982437
746	-73.8299	-14.0711	-5.53049	-67.7075	-13.831	4.32163	-61.5454	-13.5392	0.537991	-72.1919	-13.3557	-2.42874	-84.934	-0.297607	-5.26756
747	-69.756	-14.085	5.19196	-67.3528	-13.8252	2.04367	-61.3631	-13.5146	3.03888	-72.9974	-13.3699	-2.47393	-82.8578	-0.195489	-0.026655
748	-68.1589	-14.085	3.25329	-67.2067	-13.8252	1.7749	-62.5146	-13.5146	0.380805	-71.5838	-13.3699	1.29934	-82.216	-0.195489	0.760583
749	-72.2343	-14.0759	-7.26675	-65.4389	-13.8176	5.07418	-64.3522	-13.4943	-0.939728	-73.097	-13.3714	-3.44698	-82.2733	-0.0961866	0.391057
750	-68.1319	-14.0759	6.58864	-65.5988	-13.8176	1.7672	-63.4661	-13.4943	4.39062	-72.4867	-13.3714	-0.392636	-83.2097	-0.0961866	-1.35832
751	-66.9129	-14.0669	3.34329	-65.6676	-13.8036	1.91066	-68.5427	-13.4783	-7.43475	-71.4795	-13.3895	0.903791	-83.9393	0.00481157	-2.46108
752	-68.5434	-14.0669	-1.85684	-66.7555	-13.8036	-0.130686	-70.7495	-13.4783	-3.10253	-72.4699	-13.3895	-2.34561	-81.0402	0.00481157	3.66734
753	-67.2632	-14.0598	3.28255	-67.186	-13.7946	0.860941	-69.0614	-13.4917	3.42571	-72.5758	-13.4056	-1.32725	-81.8849	0.103657	0.815748
754	-67.8859	-14.0598	0.0373125	-66.2911	-13.7946	3.367	-65.7577	-13.4917	7.64361	-72.177	-13.4056	-0.418951	-82.4479	0.103657	0.196737
755	-62.6865	-14.0501	11.4287	-65.8031	-13.7838	2.8565	-63.4968	-13.4849	6.85561	-72.2097	-13.4145	-0.96668	-83.2531	0.204701	-1.17354
756	-64.7451	-14.0501	-1.91879	-66.9899	-13.7838	-0.343759	-63.4171	-13.4849	2.88472	-72.3743	-13.4145	-1.26488	-80.9893	0.204701	3.75472
757	-62.2881	-14.0281	6.91233	-64.3111	-13.7761	7.01726	-62.3035	-13.4689	4.95859	-69.3212	-13.4263	5.04152	-83.2523	0.304459	-1.74548
758	-66.9234	-14.0281	-7.05052	-67.6096	-13.7761	-4.25429	-63.1472	-13.4689	1.09212	-70.8222	-13.4263	-2.03932	-83.8638	0.304459	-1.89485
759	-65.3703	-14.0152	4.54554	-66.2854	-13.771	4.07796	-65.0041	-13.4521	-0.949433	-70.9734	-13.4078	-0.248981	-83.6862	0.408209	-1.34676
760	-69.6191	-14.0152	-6.59236	-69.1097	-13.771	-3.74272	-63.6341	-13.4521	5.28717	-70.5367	-13.4078	0.843637	-83.5953	0.408209	-1.1141
761	-71.2505	-14.0134	-3.05528	-68.2318	-13.7721	2.48721	-66.003	-13.4376	-1.99147	-72.3938	-13.3859	-3.45555	-81.3498	0.512138	3.34881
762	-71.481	-14.0134	-1.28733	-66.5734	-13.7721	4.48069	-67.8515	-13.4376	-1.37543	-70.109	-13.3859	3.5181	-83.5568	0.512138	-1.86456
763	-68.7651	-14.0191	4.44211	-65.6393	-13.7629	3.68228	-68.2666	-13.4403	0.836599	-70.6351	-13.3581	-0.503799	-82.6542	0.616526	0.831867
764	-72.8996	-14.0191	-7.60809	-67.0236	-13.7629	-0.67557	-67.2646	-13.4403	3.48356	-71.9205	-13.3581	-2.32617	-82.678	0.616526	0.571242
765	-70.4995	-14.0303	2.70503	-68.1817	-13.7557	-0.64773	-69.0821	-13.4405	-1.73326	-73.1924	-13.367	-3.2017	-83.8803	0.720353	-1.82414
766	-71.3222	-14.0303	-1.9853	-66.0698	-13.7557	5.42689	-71.6464	-13.4405	-4.05196	-72.783	-13.367	-0.871382	-84.8809	0.720353	-3.31562
767	-70.2754	-14.035	1.19998	-65.0733	-13.7449	3.97749	-69.7435	-13.4583	3.26901	-72.4554	-13.3912	-0.691505	-82.7016	0.827372	1.29271
768	-68.5664	-14.035	3.21481	-65.6854	-13.7449	1.01593	-71.2305	-13.4583	-2.28097	-73.5072	-13.3912	-3.20923	-83.6521	0.827372	-1.14788
769	-70.5246	-14.0285	-3.17332	-72.2055	-13.7327	-10.9409	-71.0652	-13.474	0.0733879	-74.8436	-13.4264	-4.66017	-84.1181	0.933414	-1.75106
770	-67.2231	-14.0285	6.24872	-73.2735	-13.7327	-3.38658	-68.1554	-13.474	5.66104	-73.6725	-13.4264	-0.928923	-82.4656	0.933414	1.7948
771	-64.6659	-14.0168	6.44353	-74.2108	-13.7512	-4.00011	-67.1432	-13.4772	3.52105	-73.276	-13.4613	-1.37637	-83.4202	1.03853	-0.670757
772	-66.4889	-14.0168	-1.60054	-74.5214	-13.7512	-3.60803	-68.9765	-13.4772	-1.75622	-71.1248	-13.4613	2.44622	-81.0047	1.03853	4.61331
773	-66.9156	-14.0025	0.743401	-74.9074	-13.7742	-4.05384	-68.0377	-13.4835	2.97259	-71.655	-13.445	-1.24725	-84.0142	1.14237	-2.42744
774	-65.4401	-14.0025	4.41849	-70.6596	-13.7742	4.81374	-70.4205	-13.4835	-3.22576	-72.7376	-13.445	-2.71275	-84.6643	1.14237	-2.42225
775	-69.6835	-13.9842	-6.58497	-73.597	-13.7814	-6.06229	-67.3856	-13.4956	6.3269	-72.0493	-13.4605	-0.0105988	-84.1654	1.25118	-1.26006
776	-72.5595	-13.9842	-5.5503	-75.023	-13.7814	-5.30918	-70.6135	-13.4956	-4.65621	-73.3938	-13.4605	-3.5472	-83.8566	1.25118	-0.65678
777	-69.4171	-13.9947	4.50296	-75.4195	-13.8059	-4.59731	-70.7898	-13.5081	-0.231322	-70.3736	-13.4867	4.08288	-85.1438	1.35954	-3.31747
778	-69.1031	-13.9947	0.969399	-69.3263	-13.8059	7.95391	-74.9008	-13.5081	-8.22882	-70.8275	-13.4867	-0.624197	-81.1789	1.35954	5.02975
779	-70.8449	-13.9913	-2.97234	-70.0609	-13.8071	-0.889055	-73.645	-13.5375	-0.897803	-72.522	-13.4623	-3.39955	-82.6872	1.46517	0.636827
780	-70.5949	-13.9913	-0.0267655	-71.5506	-13.8071	-2.82314	-71.1678	-13.5375	2.69852	-71.2199	-13.4623	1.37419	-83.567	1.46517	-0.345326
781	-70.4283	-13.9938	-0.0291492	-75.1618	-13.8171	-8.05591	-74.9265	-13.5515	-7.81013	-69.2873	-13.4477	3.61149	-83.9707	1.57422	-0.845022
782	-71.6228	-13.9938	-2.64721	-70.9049	-13.8171	4.53377	-72.7062	-13.5515	0.962398	-70.0761	-13.4477	-0.618031	-82.406	1.57422	2.51408
783	-69.5149	-14.0004	3.14311	-68.0695	-13.8244	5.2781	-72.8301	-13.5713	-1.71598	-71.4019	-13.4132	-2.14516	-83.37	1.68238	0.0462115
784	-69.7451	-14.0004	-0.179195	-71.1081	-13.8244	-4.89246	-77.1669	-13.5713	-10.2633	-70.5117	-13.4132	1.44759	-84.7133	1.68238	-2.17642
785	-72.9365	-13.9994	-6.23292	-72.2296	-13.8323	-2.78137	-71.3812	-13.6085	5.6455	-71.51	-13.3902	-1.72737	-83.8954	1.79389	-0.169059
786	-73.1961	-13.9994	-2.62538	-69.4424	-13.8323	4.20543	-70.8766	-13.6085	0.495701	-71.4101	-13.3902	-0.187637	-83.6202	1.79389	0.283737
787	-69.716	-14.0122	4.63448	-73.9923	-13.8335	-8.61004	-70.5381	-13.6198	0.511723	-72.3005	-13.3864	-2.0965	-84.409	1.90461	-1.37631
788	-70.2382	-14.0122	-0.88932	-66.6378	-13.8335	11.8426	-67.6492	-13.6198	5.82353	-70.6536	-13.3864	2.31535	-84.024	1.90461	-0.275528
789	-68.0332	-14.0129	4.25263	-66.5929	-13.8233	1.82149	-70.4625	-13.618	-4.05707	-73.1062	-13.3688	-4.70081	-85.0249	2.01636	-2.37851
790	-64.8246	-14.0129	7.4296	-68.0191	-13.8233	-1.09573	-71.7226	-13.618	-2.42421	-71.8029	-13.3688	0.98827	-82.2936	2.01636	3.4342
791	-64.9405	-13.9919	1.78917	-71.3816	-13.819	-5.5168	-73.2714	-13.6326	-3.86797	-71.7359	-13.3744	-0.446461	-85.1636	2.12654	-3.14521
792	-60.3434	-13.9919	11.214	-71.516	-13.819	-0.993073	-71.636	-13.6326	1.24736	-69.8099	-13.3744	3.31539	-85.9259	2.12654	-3.69358
793	-62.6033	-13.9535	-2.44785	-72.7986	-13.8286	-3.38571	-74.4589	-13.6465	-6.36693	-69.7151	-13.3422	0.927918	-84.9237	2.24169	-1.57004
794	-65.2143	-13.9535	-2.92574	-74.0182	-13.8286	-4.26035	-77.3092	-13.6465	-8.81781	-71.4792	-13.3422	-2.70264	-84.93	2.24169	-1.63387
795	-64.5892	-13.9353	3.25195	-70.982	-13.8481	3.18714	-74.4382	-13.6828	-0.426926	-71.725	-13.3445	-0.808996	-84.806	2.35619	-1.3844
796	-71.1683	-13.9353	-11.018	-73.0798	-13.8481	-4.67149	-69.8123	-13.6828	6.11824	-71.1776	-13.3445	0.596414	-84.1203	2.35619	0.0751949
